MySQL [yse]> select objid, ptrobs_min, ptrobs_max, ra, decl from release_20180221 where ra=0;
+-----------------------------+------------+------------+------+------------+
| objid                       | ptrobs_min | ptrobs_max | ra   | decl       |
| WFD_01_NONIa-0004_86629259  |    1520371 |    1520405 |    0 | -12.561985 |
| WFD_01_NONIa-0004_8718787   |      19299 |      19335 |    0 |  -7.363883 |
| WFD_01_NONIa-0004_87749796  |     539773 |     539820 |    0 |  -2.308046 |
| WFD_01_NONIa-0004_8880099   |    1352102 |    1352146 |    0 | -34.503117 |
| WFD_01_NONIa-0004_89273575  |    1080446 |    1080482 |    0 | -34.503117 |
| WFD_01_NONIa-0004_91636760  |     363799 |     363843 |    0 | -61.126862 |
| WFD_01_NONIa-0004_91637177  |     279915 |     279947 |    0 |  -2.308046 |
| WFD_01_NONIa-0004_92005514  |     286102 |     286137 |    0 | -23.383266 |
| WFD_01_NONIa-0004_92251034  |    1329122 |    1329151 |    0 | -50.872864 |
| WFD_01_NONIa-0004_9244657   |     997252 |     997283 |    0 | -28.931789 |
| WFD_01_NONIa-0004_92596960  |    1588241 |    1588285 |    0 | -34.503117 |
| WFD_01_NONIa-0004_92652894  |     529896 |     529924 |    0 |  -2.308046 |
| WFD_01_NONIa-0004_94395711  |    1340876 |    1340914 |    0 | -45.524532 |
| WFD_01_NONIa-0004_94826271  |     508922 |     508962 |    0 |   2.635033 |
| WFD_01_NONIa-0004_94907776  |     847474 |     847510 |    0 | -50.872864 |
| WFD_01_NONIa-0004_95121015  |    1683468 |    1683514 |    0 | -12.561985 |
| WFD_01_NONIa-0004_9592697   |     282936 |     282971 |    0 | -40.051697 |
| WFD_01_NONIa-0004_96683434  |     235141 |     235189 |    0 | -17.910431 |
| WFD_01_NONIa-0004_97755991  |     237992 |     238039 |    0 |  -2.308046 |
| WFD_01_NONIa-0004_97880904  |    1293664 |    1293694 |    0 |  -7.363883 |
| WFD_01_NONIa-0004_97901102  |     366183 |     366218 |    0 | -40.051697 |
| WFD_01_NONIa-0004_98230502  |    1618048 |    1618085 |    0 | -28.931789 |
| WFD_01_NONIa-0004_9836516   |      26594 |      26629 |    0 | -23.383266 |
| WFD_01_NONIa-0004_98388371  |     954062 |     954096 |    0 | -34.503117 |
| WFD_01_NONIa-0004_99017114  |    1464542 |    1464577 |    0 | -40.051697 |
| WFD_01_NONIa-0004_99017852  |     637724 |     637764 |    0 | -17.910431 |
| WFD_01_NONIa-0004_99179360  |    1654330 |    1654372 |    0 |  -7.363883 |
| WFD_01_NONIa-0004_99629140  |     532586 |     532592 |    0 | -45.524532 |
| WFD_01_NONIa-0004_99796909  |     930421 |     930454 |    0 |   2.635033 |
| WFD_01_NONIa-0005_100550521 |     849731 |     849767 |    0 |  -7.363883 |
| WFD_01_NONIa-0005_101240825 |      50217 |      50265 |    0 | -40.051697 |
| WFD_01_NONIa-0005_101704715 |     522970 |     523000 |    0 |  -7.363883 |
| WFD_01_NONIa-0005_102106077 |      81641 |      81681 |    0 | -45.524532 |
| WFD_01_NONIa-0005_102537255 |    1626079 |    1626120 |    0 | -45.524532 |
| WFD_01_NONIa-0005_103208596 |     265305 |     265331 |    0 | -56.071083 |
| WFD_01_NONIa-0005_103399051 |     246960 |     247000 |    0 | -34.503117 |
| WFD_01_NONIa-0005_1039135   |    1749134 |    1749168 |    0 | -50.872864 |
| WFD_01_NONIa-0005_10395578  |    1351789 |    1351832 |    0 | -17.910431 |
| WFD_01_NONIa-0005_104402367 |    1406309 |    1406314 |    0 | -12.561985 |
| WFD_01_NONIa-0005_104741553 |     484345 |     484383 |    0 | -56.071083 |
| WFD_01_NONIa-0005_104860377 |     167649 |     167697 |    0 | -17.910431 |
| WFD_01_NONIa-0005_10510433  |    1629587 |    1629590 |    0 | -23.383266 |
| WFD_01_NONIa-0005_105377955 |      70818 |      70825 |    0 | -50.872864 |
| WFD_01_NONIa-0005_106772607 |    1363260 |    1363296 |    0 | -17.910431 |
| WFD_01_NONIa-0005_107226794 |     643820 |     643867 |    0 |  -2.308046 |
| WFD_01_NONIa-0005_108080355 |    1193310 |    1193346 |    0 | -45.524532 |
| WFD_01_NONIa-0005_108721154 |    1615062 |    1615101 |    0 | -50.872864 |
| WFD_01_NONIa-0005_110408149 |    1592986 |    1593013 |    0 | -61.126862 |
| WFD_01_NONIa-0005_110546485 |     341415 |     341446 |    0 | -40.051697 |
| WFD_01_NONIa-0005_110599506 |     485352 |     485388 |    0 | -45.524532 |
| WFD_01_NONIa-0005_110798852 |     568515 |     568551 |    0 | -45.524532 |
| WFD_01_NONIa-0005_111015856 |    1421564 |    1421602 |    0 | -40.051697 |
| WFD_01_NONIa-0005_111371063 |    1110176 |    1110212 |    0 | -50.872864 |
| WFD_01_NONIa-0005_111556688 |    1312189 |    1312195 |    0 |  -7.363883 |
| WFD_01_NONIa-0005_111869344 |    1098101 |    1098136 |    0 | -61.126862 |
| WFD_01_NONIa-0005_112029975 |     953032 |     953078 |    0 |  -7.363883 |
| WFD_01_NONIa-0005_112122429 |    1170804 |    1170847 |    0 |   2.635033 |
| WFD_01_NONIa-0005_11302195  |     905219 |     905254 |    0 | -40.051697 |
| WFD_01_NONIa-0005_113510842 |     146558 |     146564 |    0 | -28.931789 |
| WFD_01_NONIa-0005_113762286 |    1491286 |    1491321 |    0 | -61.126862 |
| WFD_01_NONIa-0005_113910866 |     203596 |     203639 |    0 | -40.051697 |
| WFD_01_NONIa-0005_115271478 |     537510 |     537516 |    0 | -45.524532 |
| WFD_01_NONIa-0005_115317027 |     722292 |     722332 |    0 | -17.910431 |
| WFD_01_NONIa-0005_115493819 |     328198 |     328238 |    0 |   2.635033 |
| WFD_01_NONIa-0005_11556021  |     258896 |     258936 |    0 | -23.383266 |
| WFD_01_NONIa-0005_115858912 |    1641961 |    1641966 |    0 | -12.561985 |
| WFD_01_NONIa-0005_117744788 |    1702415 |    1702458 |    0 | -17.910431 |
| WFD_01_NONIa-0005_11810416  |    1202110 |    1202116 |    0 | -56.071083 |
| WFD_01_NONIa-0005_118899376 |    1729214 |    1729301 |    0 | -45.524532 |
| WFD_01_NONIa-0005_119111904 |     497018 |     497056 |    0 | -34.503117 |
| WFD_01_NONIa-0005_119549921 |     772053 |     772085 |    0 | -28.931789 |
| WFD_01_NONIa-0005_120915637 |    1251455 |    1251501 |    0 | -12.561985 |
| WFD_01_NONIa-0005_120985973 |     329480 |     329509 |    0 | -50.872864 |
| WFD_01_NONIa-0005_121014908 |     946751 |     946785 |    0 | -50.872864 |
| WFD_01_NONIa-0005_121372389 |    1677324 |    1677359 |    0 | -56.071083 |
| WFD_01_NONIa-0005_121456787 |    1689447 |    1689474 |    0 | -34.503117 |
| WFD_01_NONIa-0005_122189580 |    1767244 |    1767278 |    0 |  -7.363883 |
| WFD_01_NONIa-0005_122885108 |     350578 |     350618 |    0 |   2.635033 |
| WFD_01_NONIa-0005_124528288 |    1721825 |    1721867 |    0 | -28.931789 |
| WFD_01_NONIa-0005_124751799 |    1014448 |    1014491 |    0 |  -2.308046 |
| WFD_01_NONIa-0005_125571766 |    1194551 |    1194581 |    0 | -34.503117 |
| WFD_01_NONIa-0005_125642771 |     885353 |     885387 |    0 | -34.503117 |
| WFD_01_NONIa-0005_125844381 |     855725 |     855757 |    0 | -28.931789 |
| WFD_01_NONIa-0005_125982573 |     556138 |     556173 |    0 | -61.126862 |
| WFD_01_NONIa-0005_126523174 |     456360 |     456367 |    0 | -28.931789 |
| WFD_01_NONIa-0005_126530992 |     387443 |     387481 |    0 | -12.561985 |
| WFD_01_NONIa-0005_127099011 |     296468 |     296511 |    0 |   2.635033 |
| WFD_01_NONIa-0005_127297400 |    1637223 |    1637258 |    0 | -40.051697 |
| WFD_01_NONIa-0005_127361696 |     330440 |     330474 |    0 | -45.524532 |
| WFD_01_NONIa-0005_127486269 |     291846 |     291889 |    0 | -17.910431 |
| WFD_01_NONIa-0005_128453576 |      96573 |      96613 |    0 | -17.910431 |
| WFD_01_NONIa-0005_128496999 |     908816 |     908859 |    0 | -17.910431 |
| WFD_01_NONIa-0005_129344624 |     822083 |     822123 |    0 | -45.524532 |
| WFD_01_NONIa-0005_129416913 |    1210929 |    1210967 |    0 |  -2.308046 |
| WFD_01_NONIa-0005_129730001 |    1522542 |    1522548 |    0 | -56.071083 |
| WFD_01_NONIa-0005_131461617 |     297653 |     297682 |    0 | -50.872864 |
| WFD_01_NONIa-0005_133233667 |    1579330 |    1579376 |    0 | -12.561985 |
| WFD_01_NONIa-0005_133588260 |     500206 |     500246 |    0 | -17.910431 |
| WFD_01_NONIa-0005_133807086 |    1413049 |    1413086 |    0 | -28.931789 |
| WFD_01_NONIa-0005_134177747 |     144469 |     144500 |    0 | -40.051697 |
| WFD_01_NONIa-0005_134199758 |    1330514 |    1330554 |    0 | -17.910431 |
| WFD_01_NONIa-0005_134299555 |    1597135 |    1597166 |    0 | -28.931789 |
| WFD_01_NONIa-0005_134789468 |     411236 |     411279 |    0 |   2.635033 |
| WFD_01_NONIa-0005_134860983 |     256613 |     256657 |    0 | -34.503117 |
| WFD_01_NONIa-0005_135498215 |      67975 |      68009 |    0 |  -7.363883 |
| WFD_01_NONIa-0005_135692946 |    1706859 |    1706888 |    0 |   2.635033 |
| WFD_01_NONIa-0005_136254655 |     836636 |     836674 |    0 | -23.383266 |
| WFD_01_NONIa-0005_136612543 |    1744186 |    1744226 |    0 | -17.910431 |
| WFD_01_NONIa-0005_138171018 |      53633 |      53669 |    0 | -17.910431 |
| WFD_01_NONIa-0005_141657257 |    1708159 |    1708195 |    0 | -45.524532 |
| WFD_01_NONIa-0005_142352519 |      94241 |      94320 |    0 | -28.931789 |
| WFD_01_NONIa-0005_143214030 |    1633847 |    1633894 |    0 |  -2.308046 |
| WFD_01_NONIa-0005_143284545 |    1052069 |    1052112 |    0 | -17.910431 |
| WFD_01_NONIa-0005_144296320 |    1414130 |    1414168 |    0 | -23.383266 |
| WFD_01_NONIa-0005_14567523  |    1763325 |    1763356 |    0 | -28.931789 |
| WFD_01_NONIa-0005_145709654 |    1507569 |    1507604 |    0 | -17.910431 |
| WFD_01_NONIa-0005_1459239   |     998206 |     998250 |    0 | -34.503117 |
| WFD_01_NONIa-0005_14597724  |    1795457 |    1795499 |    0 | -28.931789 |
| WFD_01_NONIa-0005_146617689 |     964828 |     964857 |    0 |   2.635033 |
| WFD_01_NONIa-0005_147119233 |     227140 |     227176 |    0 | -28.931789 |
| WFD_01_NONIa-0005_147216100 |    1178871 |    1178905 |    0 | -12.561985 |
| WFD_01_NONIa-0005_147268744 |     161528 |     161554 |    0 | -56.071083 |
| WFD_01_NONIa-0005_147385804 |    1769237 |    1769276 |    0 | -61.126862 |
| WFD_01_NONIa-0005_14792712  |    1297441 |    1297472 |    0 | -28.931789 |
| WFD_01_NONIa-0005_148103573 |    1224310 |    1224351 |    0 | -45.524532 |
| WFD_01_NONIa-0005_148190424 |    1122577 |    1122620 |    0 | -40.051697 |
| WFD_01_NONIa-0005_148459555 |     882582 |     882617 |    0 | -56.071083 |
| WFD_01_NONIa-0005_148535992 |     473544 |     473571 |    0 | -61.126862 |
| WFD_01_NONIa-0005_148591665 |     937018 |     937056 |    0 | -45.524532 |
| WFD_01_NONIa-0005_149257348 |     213725 |     213755 |    0 | -45.524532 |
| WFD_01_NONIa-0005_149345706 |     400022 |     400030 |    0 |  -2.308046 |
| WFD_01_NONIa-0005_15507749  |     624560 |     624594 |    0 | -45.524532 |
| WFD_01_NONIa-0005_16489630  |    1040987 |    1041022 |    0 | -23.383266 |
| WFD_01_NONIa-0005_16743891  |    1533231 |    1533276 |    0 | -45.524532 |
| WFD_01_NONIa-0005_16876135  |     744304 |     744338 |    0 | -12.561985 |
| WFD_01_NONIa-0005_17346913  |    1762046 |    1762076 |    0 | -34.503117 |
| WFD_01_NONIa-0005_17504002  |     202771 |     202805 |    0 | -45.524532 |
| WFD_01_NONIa-0005_18162756  |     375070 |     375105 |    0 | -23.383266 |
| WFD_01_NONIa-0005_19001062  |     572272 |     572316 |    0 | -23.383266 |
| WFD_01_NONIa-0005_19324975  |     750058 |     750098 |    0 | -34.503117 |
| WFD_01_NONIa-0005_19613110  |     955318 |     955353 |    0 | -56.071083 |
| WFD_01_NONIa-0005_20027342  |      93175 |      93215 |    0 | -34.503117 |
| WFD_01_NONIa-0005_20277845  |     270920 |     270963 |    0 | -17.910431 |
| WFD_01_NONIa-0005_20432944  |    1267746 |    1267780 |    0 | -34.503117 |
| WFD_01_NONIa-0005_21900448  |     614662 |     614697 |    0 | -56.071083 |
| WFD_01_NONIa-0005_22149800  |    1389265 |    1389310 |    0 | -45.524532 |
| WFD_01_NONIa-0005_23426456  |     391025 |     391029 |    0 | -61.126862 |
| WFD_01_NONIa-0005_2348343   |     471486 |     471522 |    0 |  -7.363883 |
| WFD_01_NONIa-0005_23700529  |    1005745 |    1005778 |    0 | -56.071083 |
| WFD_01_NONIa-0005_24283282  |    1273921 |    1273964 |    0 |  -2.308046 |
| WFD_01_NONIa-0005_25153366  |      69931 |      69955 |    0 | -61.126862 |
| WFD_01_NONIa-0005_2636125   |    1544433 |    1544500 |    0 | -40.051697 |
| WFD_01_NONIa-0005_26452021  |    1019067 |    1019102 |    0 | -28.931789 |
| WFD_01_NONIa-0005_26576912  |    1593424 |    1593462 |    0 | -56.071083 |
| WFD_01_NONIa-0005_27022845  |     939275 |     939321 |    0 | -28.931789 |
| WFD_01_NONIa-0005_2767237   |     994711 |     994755 |    0 | -61.126862 |
| WFD_01_NONIa-0005_27674951  |     591445 |     591483 |    0 | -23.383266 |
| WFD_01_NONIa-0005_28434961  |    1276849 |    1276855 |    0 | -40.051697 |
| WFD_01_NONIa-0005_29002848  |      76917 |      76921 |    0 | -12.561985 |
| WFD_01_NONIa-0005_29150851  |     521934 |     521968 |    0 | -12.561985 |
| WFD_01_NONIa-0005_2983059   |     344980 |     345024 |    0 | -23.383266 |
| WFD_01_NONIa-0005_30698674  |    1542722 |    1542761 |    0 | -50.872864 |
| WFD_01_NONIa-0005_30705299  |     712736 |     712779 |    0 | -17.910431 |
| WFD_01_NONIa-0005_3153943   |     294806 |     294848 |    0 |  -7.363883 |
| WFD_01_NONIa-0005_31837652  |    1007674 |    1007709 |    0 | -40.051697 |
| WFD_01_NONIa-0005_31988563  |    1382968 |    1383039 |    0 | -23.383266 |
| WFD_01_NONIa-0005_32207851  |    1471204 |    1471234 |    0 | -56.071083 |
| WFD_01_NONIa-0005_33746504  |    1116926 |    1116972 |    0 | -12.561985 |
| WFD_01_NONIa-0005_33780594  |    1185697 |    1185739 |    0 | -28.931789 |
| WFD_01_NONIa-0005_33814157  |     892786 |     892826 |    0 | -61.126862 |
| WFD_01_NONIa-0005_33977751  |     142810 |     142845 |    0 | -56.071083 |
| WFD_01_NONIa-0005_34071323  |     759205 |     759212 |    0 | -40.051697 |
| WFD_01_NONIa-0005_3437823   |     560139 |     560181 |    0 | -28.931789 |
| WFD_01_NONIa-0005_34830480  |     212332 |     212367 |    0 | -56.071083 |
| WFD_01_NONIa-0005_34896407  |     177056 |     177092 |    0 | -17.910431 |
| WFD_01_NONIa-0005_35172839  |    1308509 |    1308547 |    0 | -23.383266 |
| WFD_01_NONIa-0005_35322237  |     445524 |     445530 |    0 | -28.931789 |
| WFD_01_NONIa-0005_35466059  |     462252 |     462296 |    0 | -61.126862 |
| WFD_01_NONIa-0005_3553571   |    1227269 |    1227297 |    0 | -28.931789 |
| WFD_01_NONIa-0005_35664321  |     260374 |     260417 |    0 | -17.910431 |
| WFD_01_NONIa-0005_35768220  |     706611 |     706635 |    0 | -61.126862 |
| WFD_01_NONIa-0005_35998976  |    1223826 |    1223862 |    0 | -50.872864 |
| WFD_01_NONIa-0005_36396929  |     266680 |     266720 |    0 | -45.524532 |
| WFD_01_NONIa-0005_36860364  |     307742 |     307772 |    0 | -56.071083 |
| WFD_01_NONIa-0005_36920906  |     150362 |     150368 |    0 |  -7.363883 |
| WFD_01_NONIa-0005_37113615  |     717096 |     717135 |    0 | -50.872864 |
| WFD_01_NONIa-0005_37533237  |     971863 |     971914 |    0 | -12.561985 |
| WFD_01_NONIa-0005_38401561  |     253452 |     253492 |    0 | -61.126862 |
| WFD_01_NONIa-0005_38443116  |    1547195 |    1547239 |    0 | -23.383266 |
| WFD_01_NONIa-0005_39320640  |      64206 |      64244 |    0 | -23.383266 |
| WFD_01_NONIa-0005_40369793  |     727164 |     727203 |    0 | -56.071083 |
| WFD_01_NONIa-0005_40557677  |    1528925 |    1528959 |    0 | -12.561985 |
| WFD_01_NONIa-0005_41172387  |     697588 |     697626 |    0 | -45.524532 |
| WFD_01_NONIa-0005_41207786  |     667654 |     667697 |    0 | -40.051697 |
| WFD_01_NONIa-0005_4128590   |    1202496 |    1202532 |    0 | -50.872864 |
| WFD_01_NONIa-0005_41287464  |    1729922 |    1729957 |    0 | -40.051697 |
| WFD_01_NONIa-0005_41731708  |     886438 |     886445 |    0 | -28.931789 |
| WFD_01_NONIa-0005_42467074  |    1686362 |    1686397 |    0 |   2.635033 |
| WFD_01_NONIa-0005_43009162  |    1416272 |    1416323 |    0 | -12.561985 |
| WFD_01_NONIa-0005_43058728  |    1292812 |    1292836 |    0 | -61.126862 |
| WFD_01_NONIa-0005_43659479  |    1026405 |    1026440 |    0 | -61.126862 |
| WFD_01_NONIa-0005_44510064  |    1764276 |    1764320 |    0 | -23.383266 |
| WFD_01_NONIa-0005_44599145  |    1199816 |    1199852 |    0 |  -7.363883 |
| WFD_01_NONIa-0005_44648225  |     416563 |     416598 |    0 | -23.383266 |
| WFD_01_NONIa-0005_44859978  |    1466303 |    1466346 |    0 | -17.910431 |
| WFD_01_NONIa-0005_45119596  |    1184742 |    1184780 |    0 | -34.503117 |
| WFD_01_NONIa-0005_45135021  |    1262348 |    1262384 |    0 |  -7.363883 |
| WFD_01_NONIa-0005_4577106   |    1187777 |    1187817 |    0 | -17.910431 |
| WFD_01_NONIa-0005_46708700  |    1372747 |    1372783 |    0 | -28.931789 |
| WFD_01_NONIa-0005_4689639   |     968088 |     968124 |    0 | -34.503117 |
| WFD_01_NONIa-0005_46948641  |     715217 |     715260 |    0 |  -2.308046 |
| WFD_01_NONIa-0005_4718233   |     748833 |     748869 |    0 | -45.524532 |
| WFD_01_NONIa-0005_47196899  |    1686792 |    1686798 |    0 | -56.071083 |
| WFD_01_NONIa-0005_47284560  |    1034619 |    1034653 |    0 |  -7.363883 |
| WFD_01_NONIa-0005_48262503  |    1492393 |    1492429 |    0 | -50.872864 |
| WFD_01_NONIa-0005_48312804  |    1020142 |    1020180 |    0 | -23.383266 |
| WFD_01_NONIa-0005_51274411  |    1422521 |    1422565 |    0 | -34.503117 |
| WFD_01_NONIa-0005_51635064  |    1284941 |    1284975 |    0 | -50.872864 |
| WFD_01_NONIa-0005_52218170  |     360305 |     360345 |    0 | -61.126862 |
| WFD_01_NONIa-0005_52456111  |    1033339 |    1033385 |    0 | -12.561985 |
| WFD_01_NONIa-0005_52810832  |     207811 |     207842 |    0 | -17.910431 |
| WFD_01_NONIa-0005_53175746  |     323960 |     323963 |    0 | -17.910431 |
| WFD_01_NONIa-0005_53596264  |     956424 |     956458 |    0 | -45.524532 |
| WFD_01_NONIa-0005_54397848  |     893978 |     894007 |    0 | -50.872864 |
| WFD_01_NONIa-0005_54515996  |     561836 |     561874 |    0 | -23.383266 |
| WFD_01_NONIa-0005_5578357   |     815768 |     815811 |    0 | -17.910431 |
| WFD_01_NONIa-0005_55799115  |     993495 |     993538 |    0 |  -2.308046 |
| WFD_01_NONIa-0005_55903344  |    1099463 |    1099502 |    0 | -50.872864 |
| WFD_01_NONIa-0005_56895386  |     578394 |     578426 |    0 | -50.872864 |
| WFD_01_NONIa-0005_57988823  |    1573218 |    1573251 |    0 | -56.071083 |
| WFD_01_NONIa-0005_58263609  |      50951 |      50985 |    0 | -34.503117 |
| WFD_01_NONIa-0005_58607462  |    1269513 |    1269548 |    0 | -23.383266 |
| WFD_01_NONIa-0005_58727688  |    1552303 |    1552327 |    0 | -61.126862 |
| WFD_01_NONIa-0005_58959244  |     638333 |     638379 |    0 | -28.931789 |
| WFD_01_NONIa-0005_59394676  |    1002045 |    1002079 |    0 | -12.561985 |
| WFD_01_NONIa-0005_60326573  |    1673030 |    1673073 |    0 | -17.910431 |
| WFD_01_NONIa-0005_61806545  |     359455 |     359498 |    0 |  -2.308046 |
| WFD_01_NONIa-0005_62196253  |    1666146 |    1666175 |    0 |   2.635033 |
| WFD_01_NONIa-0005_62383611  |     108246 |     108282 |    0 |  -7.363883 |
| WFD_01_NONIa-0005_62637682  |        369 |        407 |    0 | -56.071083 |
| WFD_01_NONIa-0005_63767355  |     213057 |     213091 |    0 | -50.872864 |
| WFD_01_NONIa-0005_64363149  |     214946 |     214984 |    0 | -34.503117 |
| WFD_01_NONIa-0005_64396721  |    1515534 |    1515576 |    0 | -28.931789 |
| WFD_01_NONIa-0005_64516411  |    1256226 |    1256267 |    0 | -45.524532 |
| WFD_01_NONIa-0005_65641992  |     597578 |     597617 |    0 | -50.872864 |
| WFD_01_NONIa-0005_66286875  |    1576181 |    1576257 |    0 | -28.931789 |
| WFD_01_NONIa-0005_66805839  |    1059600 |    1059636 |    0 | -34.503117 |
| WFD_01_NONIa-0005_66924677  |     422739 |     422784 |    0 | -45.524532 |
| WFD_01_NONIa-0005_67161575  |     425000 |     425031 |    0 | -28.931789 |
| WFD_01_NONIa-0005_68715509  |     548894 |     548932 |    0 | -34.503117 |
| WFD_01_NONIa-0005_70690807  |     546579 |     546623 |    0 | -61.126862 |
| WFD_01_NONIa-0005_71096743  |    1168112 |    1168163 |    0 | -12.561985 |
| WFD_01_NONIa-0005_72843218  |     127567 |     127610 |    0 | -17.910431 |
| WFD_01_NONIa-0005_72854621  |    1484597 |    1484633 |    0 | -34.503117 |
| WFD_01_NONIa-0005_73462682  |    1320747 |    1320778 |    0 | -17.910431 |
| WFD_01_NONIa-0005_74133632  |    1537387 |    1537466 |    0 | -23.383266 |
| WFD_01_NONIa-0005_75426679  |     611578 |     611629 |    0 | -12.561985 |
| WFD_01_NONIa-0005_7676904   |    1277525 |    1277569 |    0 | -34.503117 |
| WFD_01_NONIa-0005_77016164  |    1480492 |    1480539 |    0 |  -2.308046 |
| WFD_01_NONIa-0005_77317088  |    1511913 |    1511940 |    0 | -61.126862 |
| WFD_01_NONIa-0005_77857311  |     829443 |     829484 |    0 |  -7.363883 |
| WFD_01_NONIa-0005_7789170   |      89436 |      89464 |    0 |  -2.308046 |
| WFD_01_NONIa-0005_7816505   |    1142729 |    1142769 |    0 | -45.524532 |
| WFD_01_NONIa-0005_7821742   |    1691249 |    1691284 |    0 | -23.383266 |
| WFD_01_NONIa-0005_78351263  |    1742556 |    1742598 |    0 | -28.931789 |
| WFD_01_NONIa-0005_78649335  |     580618 |     580662 |    0 | -34.503117 |
| WFD_01_NONIa-0005_7943028   |     411617 |     411643 |    0 | -56.071083 |
| WFD_01_NONIa-0005_80448415  |    1473071 |    1473109 |    0 | -40.051697 |
| WFD_01_NONIa-0005_81112031  |     630595 |     630641 |    0 | -12.561985 |
| WFD_01_NONIa-0005_81416723  |     737685 |     737719 |    0 | -50.872864 |
| WFD_01_NONIa-0005_81755213  |    1474172 |    1474216 |    0 | -34.503117 |
| WFD_01_NONIa-0005_81830329  |     616679 |     616686 |    0 | -34.503117 |
| WFD_01_NONIa-0005_82457488  |     752876 |     752911 |    0 | -17.910431 |
| WFD_01_NONIa-0005_83482216  |     466923 |     466959 |    0 | -28.931789 |
| WFD_01_NONIa-0005_84145     |     817827 |     817857 |    0 |  -7.363883 |
| WFD_01_NONIa-0005_84408815  |    1728344 |    1728383 |    0 | -56.071083 |
| WFD_01_NONIa-0005_84764377  |     488667 |     488705 |    0 | -23.383266 |
| WFD_01_NONIa-0005_8507852   |     668678 |     668718 |    0 | -34.503117 |
| WFD_01_NONIa-0005_85524015  |     629702 |     629737 |    0 | -17.910431 |
| WFD_01_NONIa-0005_85671058  |     205544 |     205590 |    0 | -28.931789 |
| WFD_01_NONIa-0005_85685191  |     455717 |     455753 |    0 | -34.503117 |
| WFD_01_NONIa-0005_85706114  |    1356578 |    1356617 |    0 | -61.126862 |
| WFD_01_NONIa-0005_86037037  |    1402009 |    1402043 |    0 | -34.503117 |
| WFD_01_NONIa-0005_8645688   |     962802 |     962809 |    0 |  -7.363883 |
| WFD_01_NONIa-0005_8691724   |    1314547 |    1314576 |    0 |   2.635033 |
| WFD_01_NONIa-0005_87865482  |    1620707 |    1620711 |    0 | -17.910431 |
| WFD_01_NONIa-0005_88131514  |     161926 |     161962 |    0 | -50.872864 |
| WFD_01_NONIa-0005_88441593  |    1446975 |    1447018 |    0 | -17.910431 |
| WFD_01_NONIa-0005_89673095  |    1004100 |    1004138 |    0 |  -2.308046 |
| WFD_01_NONIa-0005_91899295  |    1747385 |    1747392 |    0 |  -2.308046 |
| WFD_01_NONIa-0005_91901901  |    1531851 |    1531891 |    0 |   2.635033 |
| WFD_01_NONIa-0005_92441391  |     145572 |     145606 |    0 | -34.503117 |
| WFD_01_NONIa-0005_92665191  |     113608 |     113638 |    0 | -34.503117 |
| WFD_01_NONIa-0005_93840459  |    1163029 |    1163077 |    0 | -40.051697 |
| WFD_01_NONIa-0005_94078240  |     740281 |     740325 |    0 | -34.503117 |
| WFD_01_NONIa-0005_94269084  |    1257326 |    1257360 |    0 | -34.503117 |
| WFD_01_NONIa-0005_94556771  |     924825 |     924849 |    0 | -61.126862 |
| WFD_01_NONIa-0005_94684065  |    1664568 |    1664604 |    0 |  -7.363883 |
| WFD_01_NONIa-0005_95235028  |    1237161 |    1237197 |    0 | -34.503117 |
| WFD_01_NONIa-0005_95590503  |     935599 |     935634 |    0 | -61.126862 |
| WFD_01_NONIa-0005_97083614  |    1678912 |    1678960 |    0 | -40.051697 |
| WFD_01_NONIa-0005_97511434  |    1174322 |    1174356 |    0 | -34.503117 |
| WFD_01_NONIa-0005_98038013  |     846520 |     846555 |    0 | -23.383266 |
| WFD_01_NONIa-0005_98168271  |    1603591 |    1603631 |    0 | -61.126862 |
| WFD_01_NONIa-0005_98987975  |    1205234 |    1205265 |    0 | -28.931789 |
| WFD_01_NONIa-0005_99526863  |     547590 |     547635 |    0 | -45.524532 |
| WFD_01_NONIa-0006_100596899 |     802807 |     802842 |    0 | -23.383266 |
| WFD_01_NONIa-0006_101491579 |     433757 |     433795 |    0 | -45.524532 |
| WFD_01_NONIa-0006_101823961 |    1413592 |    1413622 |    0 |  -7.363883 |
| WFD_01_NONIa-0006_102003646 |    1682289 |    1682340 |    0 | -12.561985 |
| WFD_01_NONIa-0006_102266443 |     218456 |     218497 |    0 | -45.524532 |
| WFD_01_NONIa-0006_103055985 |     642047 |     642079 |    0 |  -2.308046 |
| WFD_01_NONIa-0006_103295111 |     515490 |     515518 |    0 |  -2.308046 |
| WFD_01_NONIa-0006_103390183 |     947078 |     947108 |    0 | -34.503117 |
| WFD_01_NONIa-0006_103519996 |    1333939 |    1333971 |    0 | -50.872864 |
| WFD_01_NONIa-0006_103692528 |     483022 |     483058 |    0 |  -7.363883 |
| WFD_01_NONIa-0006_103731010 |     743723 |     743761 |    0 | -12.561985 |
| WFD_01_NONIa-0006_103977177 |     642860 |     642889 |    0 |   2.635033 |
| WFD_01_NONIa-0006_104166134 |     963724 |     963748 |    0 | -61.126862 |
| WFD_01_NONIa-0006_104751821 |    1387579 |    1387617 |    0 | -34.503117 |
| WFD_01_NONIa-0006_10485190  |     386450 |     386481 |    0 | -28.931789 |
| WFD_01_NONIa-0006_104862221 |      87896 |      87934 |    0 | -23.383266 |
| WFD_01_NONIa-0006_104978223 |     810374 |     810417 |    0 | -40.051697 |
