                        objid   model   pb               l                b   cadence  
   WFD_01_NONIa-0026_73264698   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0026_81858623   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0026_86669210   SN1a   r    230.15834411    9.34403843889    15.082  
  WFD_01_NONIa-0027_113724810   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0027_114788927   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0027_115197165   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0027_123932012   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0027_151680884   SN1a   r    230.15834411    9.34403843889    15.082  
  WFD_01_NONIa-0027_156697706   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0027_170075776   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0027_171980905   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0027_173792461   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0027_174853230   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0027_175561301   SN1a   r    230.15834411    9.34403843889    15.082  
  WFD_01_NONIa-0027_179734382   SN1a   r   230.921576422   -8.85598158305    14.953  
  WFD_01_NONIa-0027_182784253   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0027_185305539   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0027_191479714   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0027_196833771   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0027_208970803   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0027_215926123   SN1a   r    230.15834411    9.34403843889    15.082  
   WFD_01_NONIa-0027_22514087   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0027_35310961   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0027_39167898   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0027_40777454   SN1a   r    230.15834411    9.34403843889   23.4465  
    WFD_01_NONIa-0027_4179962   SN1a   r    230.15834411    9.34403843889   16.4665  
   WFD_01_NONIa-0027_41869762   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0027_44872057   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0027_70410048   SN1a   r    230.15834411    9.34403843889    15.082  
   WFD_01_NONIa-0027_73967444   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0027_99640145   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0028_108727943   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0028_127006612   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0028_147076426   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0028_159817225   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0028_161985271   SN1a   r   230.921576422   -8.85598158305     9.964  
    WFD_01_NONIa-0028_1729199   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0028_187207348   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0028_191703691   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0028_191940410   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0028_195359742   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0028_210976826   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0028_212127234   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0028_218963350   SN1a   r   230.921576422   -8.85598158305    14.953  
   WFD_01_NONIa-0028_36206297   SN1a   r   230.921576422   -8.85598158305     9.964  
    WFD_01_NONIa-0028_3859966   SN1a   r   230.921576422   -8.85598158305     9.964  
   WFD_01_NONIa-0028_41723141   SN1a   r   230.921576422   -8.85598158305    14.953  
   WFD_01_NONIa-0028_48775498   SN1a   r   230.921576422   -8.85598158305     9.964  
   WFD_01_NONIa-0028_49208946   SN1a   r    230.15834411    9.34403843889    15.082  
   WFD_01_NONIa-0028_50447862   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0028_58246845   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0028_75083234   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0028_80981231   SN1a   r    230.15834411    9.34403843889    15.082  
    WFD_01_NONIa-0028_8242643   SN1a   r    230.15834411    9.34403843889    15.082  
   WFD_01_NONIa-0028_98969903   SN1a   r   230.921576422   -8.85598158305    14.953  
   WFD_01_NONIa-0028_99382006   SN1a   r    230.15834411    9.34403843889    15.082  
   WFD_01_NONIa-0029_10309882   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0029_104389356   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0029_104535502   SN1a   r   230.921576422   -8.85598158305     9.964  
   WFD_01_NONIa-0029_10930270   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0029_110035283   SN1a   r    230.15834411    9.34403843889    15.082  
  WFD_01_NONIa-0029_117832511   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0029_120640032   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0029_137780966   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0029_148795304   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0029_150667078   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0029_153714521   SN1a   r    230.15834411    9.34403843889    17.964  
  WFD_01_NONIa-0029_153879987   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0029_160425544   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0029_176352989   SN1a   r    230.15834411    9.34403843889    15.082  
  WFD_01_NONIa-0029_181680333   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0029_188088886   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0029_188313852   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0029_189435349   SN1a   r   230.921576422   -8.85598158305    14.953  
  WFD_01_NONIa-0029_212925399   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0029_214119888   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0029_216778262   SN1a   r   230.921576422   -8.85598158305     9.964  
    WFD_01_NONIa-0029_2533089   SN1a   r    230.15834411    9.34403843889    17.964  
   WFD_01_NONIa-0029_35403850   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0029_43688360   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0029_49299966   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0029_60254177   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0029_62838421   SN1a   r    230.15834411    9.34403843889    14.412  
    WFD_01_NONIa-0029_6371577   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0029_65342701   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0029_70166615   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0029_73942071   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0029_89154536   SN1a   r    230.15834411    9.34403843889    14.412  
    WFD_01_NONIa-0029_9487173   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0030_103375253   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0030_121642110   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0030_127626151   SN1a   r   230.921576422   -8.85598158305    14.953  
  WFD_01_NONIa-0030_127740251   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0030_146013016   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0030_147826449   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0030_154254348   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0030_155554705   SN1a   r    230.15834411    9.34403843889    15.082  
  WFD_01_NONIa-0030_163925398   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0030_167978094   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0030_179023370   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0030_179038635   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0030_180602022   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0030_204445562   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0030_205640307   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0030_213124773   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0030_221290132   SN1a   r    230.15834411    9.34403843889    15.082  
   WFD_01_NONIa-0030_63653419   SN1a   r   230.921576422   -8.85598158305     9.964  
   WFD_01_NONIa-0030_71603577   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0030_99742461   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0031_105907662   SN1a   r   230.921576422   -8.85598158305    14.953  
  WFD_01_NONIa-0031_112331589   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0031_114397431   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0031_114407494   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0031_11465758   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0031_116958503   SN1a   r   230.921576422   -8.85598158305    14.953  
  WFD_01_NONIa-0031_146120178   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0031_148345947   SN1a   r   230.921576422   -8.85598158305     9.964  
   WFD_01_NONIa-0031_16155146   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0031_164064355   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0031_169265760   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0031_170090670   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0031_174389943   SN1a   r    230.15834411    9.34403843889    15.082  
  WFD_01_NONIa-0031_178480192   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0031_17886039   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0031_178983907   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0031_204691811   SN1a   r   230.921576422   -8.85598158305    14.953  
  WFD_01_NONIa-0031_210214039   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0031_34038153   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0031_49128557   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0031_51265578   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0031_72164522   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0031_79507487   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0031_92451257   SN1a   r    230.15834411    9.34403843889    15.082  
   WFD_01_NONIa-0031_98564666   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0032_103293087   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0032_108208382   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0032_108697708   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0032_110624890   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0032_112949751   SN1a   r   230.921576422   -8.85598158305    14.953  
  WFD_01_NONIa-0032_114221086   SN1a   r   230.921576422   -8.85598158305    14.953  
  WFD_01_NONIa-0032_115746313   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0032_122131792   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0032_133246760   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0032_142849615   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0032_147033866   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0032_151401061   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0032_163412917   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0032_163686939   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0032_185965278   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0032_190760072   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0032_201933125   SN1a   r   230.921576422   -8.85598158305     9.964  
   WFD_01_NONIa-0032_22566457   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0032_32710807   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0032_38750288   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0032_47029053   SN1a   r   230.921576422   -8.85598158305     9.964  
    WFD_01_NONIa-0032_5035392   SN1a   r    230.15834411    9.34403843889    15.082  
   WFD_01_NONIa-0032_51893772   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0032_53381814   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0032_59110261   SN1a   r   230.921576422   -8.85598158305     9.964  
   WFD_01_NONIa-0032_65571725   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0032_69848620   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0032_72467061   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0032_79247730   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0032_86103217   SN1a   r   230.921576422   -8.85598158305    14.953  
   WFD_01_NONIa-0032_94695201   SN1a   r   230.921576422   -8.85598158305     9.964  
   WFD_01_NONIa-0032_97696508   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0033_144525127   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0033_153134618   SN1a   r   230.921576422   -8.85598158305    14.953  
  WFD_01_NONIa-0033_165303891   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0033_189093013   SN1a   r    230.15834411    9.34403843889    15.082  
  WFD_01_NONIa-0033_192715737   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0033_19319278   SN1a   r   230.921576422   -8.85598158305    14.953  
  WFD_01_NONIa-0033_195378499   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0033_19814174   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0033_213354864   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0033_216495573   SN1a   r    230.15834411    9.34403843889    15.082  
  WFD_01_NONIa-0033_219955882   SN1a   r    230.15834411    9.34403843889   23.4465  
    WFD_01_NONIa-0033_3347207   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0033_37498068   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0033_39481479   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0033_51017006   SN1a   r    230.15834411    9.34403843889    15.082  
   WFD_01_NONIa-0033_51199651   SN1a   r    230.15834411    9.34403843889   23.4465  
    WFD_01_NONIa-0033_6424105   SN1a   r    230.15834411    9.34403843889   23.4465  
    WFD_01_NONIa-0033_6955471   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0033_69693968   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0033_71321501   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0033_72471949   SN1a   r    230.15834411    9.34403843889    15.082  
   WFD_01_NONIa-0033_77149352   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0033_83299559   SN1a   r    230.15834411    9.34403843889    15.082  
   WFD_01_NONIa-0033_88682146   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0034_102800293   SN1a   r    230.15834411    9.34403843889    15.082  
  WFD_01_NONIa-0034_106267792   SN1a   r    230.15834411    9.34403843889    15.082  
  WFD_01_NONIa-0034_107008973   SN1a   r   230.921576422   -8.85598158305    14.953  
  WFD_01_NONIa-0034_107285199   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0034_113967120   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0034_123356234   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0034_13293052   SN1a   r   230.921576422   -8.85598158305    14.953  
   WFD_01_NONIa-0034_13557706   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0034_146798649   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0034_150838950   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0034_152810057   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0034_157782446   SN1a   r   230.921576422   -8.85598158305    14.953  
  WFD_01_NONIa-0034_160936585   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0034_16146474   SN1a   r    230.15834411    9.34403843889    17.964  
  WFD_01_NONIa-0034_162430330   SN1a   r    230.15834411    9.34403843889    15.082  
  WFD_01_NONIa-0034_162808583   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0034_164584897   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0034_17639317   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0034_177685984   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0034_192322086   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0034_197944405   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0034_201854114   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0034_210388771   SN1a   r   230.921576422   -8.85598158305    14.953  
  WFD_01_NONIa-0034_220021174   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0034_23398812   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0034_30290009   SN1a   r   230.921576422   -8.85598158305    14.953  
   WFD_01_NONIa-0034_59402240   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0034_61168726   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0034_69291551   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0034_77557384   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0035_105194853   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0035_125150449   SN1a   r   230.921576422   -8.85598158305    14.953  
  WFD_01_NONIa-0035_128059359   SN1a   r    230.15834411    9.34403843889    15.082  
  WFD_01_NONIa-0035_133369875   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0035_139045414   SN1a   r    230.15834411    9.34403843889   16.4665  
  WFD_01_NONIa-0035_144625069   SN1a   r   230.921576422   -8.85598158305    14.953  
  WFD_01_NONIa-0035_149591571   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0035_15642222   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0035_156904108   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0035_160295429   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0035_187528513   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0035_188607051   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0035_192438620   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0035_194783179   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0035_219796201   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0035_25280168   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0035_28403234   SN1a   r   230.921576422   -8.85598158305    14.953  
   WFD_01_NONIa-0035_35510588   SN1a   r   230.921576422   -8.85598158305     9.964  
   WFD_01_NONIa-0035_39612927   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0035_55848242   SN1a   r    230.15834411    9.34403843889    14.412  
    WFD_01_NONIa-0035_6781260   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0035_68601925   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0036_103721901   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0036_104767368   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0036_120351742   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0036_122251186   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0036_126139008   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0036_130794179   SN1a   r   230.921576422   -8.85598158305    14.953  
  WFD_01_NONIa-0036_133112655   SN1a   r    230.15834411    9.34403843889    15.082  
   WFD_01_NONIa-0036_14223056   SN1a   r    230.15834411    9.34403843889    15.082  
  WFD_01_NONIa-0036_179571802   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0036_180979036   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0036_196694409   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0036_20249441   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0036_20776549   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0036_217663634   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0036_220067132   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0036_30736655   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0036_33548287   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0036_34327193   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0036_45096972   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0036_60285310   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0036_83433455   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0036_90702484   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0037_11876179   SN1a   r   230.921576422   -8.85598158305    14.953  
  WFD_01_NONIa-0037_123739022   SN1a   r    230.15834411    9.34403843889    15.082  
  WFD_01_NONIa-0037_124161710   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0037_139782824   SN1a   r   230.921576422   -8.85598158305    14.953  
  WFD_01_NONIa-0037_139845066   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0037_149884729   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0037_151959509   SN1a   r   230.921576422   -8.85598158305    14.953  
  WFD_01_NONIa-0037_153655804   SN1a   r    230.15834411    9.34403843889    14.412  
  WFD_01_NONIa-0037_154322853   SN1a   r   230.921576422   -8.85598158305     9.964  
   WFD_01_NONIa-0037_16402862   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0037_167417098   SN1a   r   230.921576422   -8.85598158305    14.953  
  WFD_01_NONIa-0037_170625109   SN1a   r   230.921576422   -8.85598158305    19.491  
  WFD_01_NONIa-0037_181157646   SN1a   r   230.921576422   -8.85598158305    14.953  
  WFD_01_NONIa-0037_186705644   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0037_191692829   SN1a   r   230.921576422   -8.85598158305    19.491  
     WFD_01_NONIa-0037_250670   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0037_25429514   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0037_36112072   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0037_38532774   SN1a   r    230.15834411    9.34403843889    15.082  
   WFD_01_NONIa-0037_39468775   SN1a   r    230.15834411    9.34403843889    15.082  
   WFD_01_NONIa-0037_48982842   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0037_49381619   SN1a   r    230.15834411    9.34403843889    15.082  
   WFD_01_NONIa-0037_60775079   SN1a   r   230.921576422   -8.85598158305    14.953  
   WFD_01_NONIa-0037_77706001   SN1a   r    230.15834411    9.34403843889    17.964  
   WFD_01_NONIa-0037_86778734   SN1a   r   230.921576422   -8.85598158305    14.953  
   WFD_01_NONIa-0037_92412110   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0037_98300677   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0038_11273029   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0038_18026951   SN1a   r   230.921576422   -8.85598158305     9.964  
  WFD_01_NONIa-0038_186841716   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0038_188519359   SN1a   r    230.15834411    9.34403843889    15.082  
  WFD_01_NONIa-0038_200884954   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0038_204145225   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0038_204357348   SN1a   r    230.15834411    9.34403843889   23.4465  
  WFD_01_NONIa-0038_208205513   SN1a   r   230.921576422   -8.85598158305    14.953  
   WFD_01_NONIa-0038_25239103   SN1a   r    230.15834411    9.34403843889    14.412  
    WFD_01_NONIa-0038_2768616   SN1a   r   230.921576422   -8.85598158305    14.953  
   WFD_01_NONIa-0038_30567856   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0038_31139403   SN1a   r    230.15834411    9.34403843889   23.4465  
   WFD_01_NONIa-0038_45672647   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0038_46008001   SN1a   r    230.15834411    9.34403843889    15.082  
   WFD_01_NONIa-0038_53099881   SN1a   r   230.921576422   -8.85598158305     9.964  
   WFD_01_NONIa-0038_56106554   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0038_62673525   SN1a   r   230.921576422   -8.85598158305    14.953  
   WFD_01_NONIa-0038_65764114   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0038_67598815   SN1a   r   230.921576422   -8.85598158305    19.491  
   WFD_01_NONIa-0038_84489748   SN1a   r    230.15834411    9.34403843889    14.412  
   WFD_01_NONIa-0038_84772982   SN1a   r    230.15834411    9.34403843889    15.082  
   WFD_01_NONIa-0038_90164922   SN1a   r    230.15834411    9.34403843889   23.4465  
